Request_ID,User_Text,Detected_Product,Detected_Category,Timestamp
REQ-002429,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/11/2025 21:33
REQ-002430,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,12/12/2024 12:06
REQ-002431,I need 200 szt. of Bosch Tools 540 for production.,Bosch Tools 540,Production,8/14/2025 12:51
REQ-002432,Potrzebuję 10 para Honeywell Gloves Rękawice 20 do linii produkcyjnej.,Honeywell Gloves Rękawice 20,BHP,6/14/2025 1:27
REQ-002433,"Need some spare parts, unknown model.",,,5/22/2025 9:29
REQ-002434,"Need some spare parts, unknown model.",,,2/5/2025 23:02
REQ-002435,I need 100 szt. of REX Screws 294 for production.,REX Screws 294,Production,9/14/2025 17:36
REQ-002436,Potrzebuję 200 szt. Samsung Monitors Model 937 do linii produkcyjnej.,Samsung Monitors Model 937,IT,10/31/2025 15:05
REQ-002437,Potrzebuję 1 szt. Brother Printers 701 do linii produkcyjnej.,Brother Printers 701,IT,4/21/2025 0:33
REQ-002438,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,6/28/2025 4:09
REQ-002439,"Need some spare parts, unknown model.",,,2/12/2025 21:49
REQ-002440,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/17/2025 11:15
REQ-002441,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/18/2025 2:36
REQ-002442,I need 5 szt. of Canon Printers 859 for production.,Canon Printers 859,IT,6/19/2025 5:34
REQ-002443,Potrzebuję 100 szt. ABB Motors Model 154 do linii produkcyjnej.,ABB Motors Model 154,Production,5/21/2025 7:46
REQ-002444,Potrzebuję 50 szt. Brother Toner 350 do linii produkcyjnej.,Brother Toner 350,Office,7/15/2025 10:08
REQ-002445,Potrzebuję 20 szt. LG Monitors 200 do linii produkcyjnej.,LG Monitors 200,IT,4/14/2025 13:29
REQ-002446,Potrzebuję 5 szt. Ardon Workwear 121 do linii produkcyjnej.,Ardon Workwear 121,BHP,4/17/2025 13:54
REQ-002447,I need 50 szt. of Dell Laptops Model 530 for production.,Dell Laptops Model 530,IT,9/13/2025 14:39
REQ-002448,I need 1 szt. of Sachs Engine parts 450 for production.,Sachs Engine parts 450,Automotive,3/8/2025 5:52
REQ-002449,I need 1 szt. of Nowy Styl Office chairs Model 266 for production.,Nowy Styl Office chairs Model 266,Office,4/10/2025 9:43
REQ-002450,Potrzebuję 10 para Ansell Gloves Model 841 do linii produkcyjnej.,Ansell Gloves Model 841,BHP,10/16/2025 5:45
REQ-002451,I need 5 szt. of LG Monitors 907 for production.,LG Monitors 907,IT,4/21/2025 16:04
REQ-002452,I need 20 szt. of IKEA Office chairs Model 477 for production.,IKEA Office chairs Model 477,Office,1/18/2025 10:13
REQ-002453,I need 100 szt. of IKEA Office chairs 451 for production.,IKEA Office chairs 451,Office,5/14/2025 0:37
REQ-002454,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,7/6/2025 14:45
REQ-002455,"Need some spare parts, unknown model.",,,12/13/2024 5:47
REQ-002456,Potrzebuję 20 szt. 3M Helmets 708 do linii produkcyjnej.,3M Helmets 708,BHP,5/14/2025 2:01
REQ-002457,I need 2 szt. of 3M Helmets 757 for production.,3M Helmets 757,BHP,1/6/2025 17:27
REQ-002458,Potrzebuję 5 szt. BIC Pens 221 do linii produkcyjnej.,BIC Pens 221,Office,10/18/2025 16:11
REQ-002459,Potrzebuję 2 szt. Bosch Filters Model 779 do linii produkcyjnej.,Bosch Filters Model 779,Automotive,5/21/2025 2:25
REQ-002460,I need 2 szt. of Milwaukee Tools 168 for production.,Milwaukee Tools 168,Production,12/5/2024 11:22
REQ-002461,Potrzebuję 50 szt. WEG Motors Model 175 do linii produkcyjnej.,WEG Motors Model 175,Production,6/15/2025 22:22
REQ-002462,I need 50 szt. of 3M Helmets Model 904 for production.,3M Helmets Model 904,BHP,7/19/2025 6:30
REQ-002463,Potrzebuję 5 op. Navigator Paper 40 op. do linii produkcyjnej.,Navigator Paper 40 op.,Office,11/3/2025 18:13
REQ-002464,"Need some spare parts, unknown model.",,,12/10/2024 19:53
REQ-002465,"Need some spare parts, unknown model.",,,1/1/2025 2:29
REQ-002466,Potrzebuję 100 szt. Makita Tools 948 do linii produkcyjnej.,Makita Tools 948,Production,8/28/2025 23:17
REQ-002467,I need 2 szt. of Canon Printers Model 247 for production.,Canon Printers Model 247,IT,8/22/2025 2:21
REQ-002468,Potrzebuję 200 szt. ABB Motors 501 do linii produkcyjnej.,ABB Motors 501,Production,4/16/2025 20:42
REQ-002469,Potrzebuję 50 szt. BIC Pens Model 308 do linii produkcyjnej.,BIC Pens Model 308,Office,8/18/2025 11:24
REQ-002470,I need 200 L of Shell Oils 971L for production.,Shell Oils 971L,Automotive,8/12/2025 11:18
REQ-002471,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,5/29/2025 17:07
REQ-002472,I need 5 L of Castrol Oils 744L for production.,Castrol Oils 744L,Automotive,1/26/2025 6:49
REQ-002473,Potrzebuję 100 szt. Mahle Filters Model 612 do linii produkcyjnej.,Mahle Filters Model 612,Automotive,12/9/2024 18:06
REQ-002474,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,2/25/2025 2:34
REQ-002475,"Need some spare parts, unknown model.",,,1/4/2025 6:01
REQ-002476,Potrzebuję 1 op. Navigator Paper Model 857 do linii produkcyjnej.,Navigator Paper Model 857,Office,5/1/2025 5:28
REQ-002477,I need 50 szt. of Brother Toner 137 for production.,Brother Toner 137,Office,8/23/2025 14:36
REQ-002478,Potrzebuję 100 szt. Canon Printers Model 247 do linii produkcyjnej.,Canon Printers Model 247,IT,9/27/2025 12:38
REQ-002479,Potrzebuję 5 szt. NTN Bearings 561 do linii produkcyjnej.,NTN Bearings 561,Automotive,7/22/2025 19:32
REQ-002480,I need 200 L of Shell Oils 725L for production.,Shell Oils 725L,Automotive,7/15/2025 22:12
REQ-002481,Potrzebuję 200 szt. Samsung Monitors Model 878 do linii produkcyjnej.,Samsung Monitors Model 878,IT,10/8/2025 7:07
REQ-002482,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,4/5/2025 5:57
REQ-002483,I need 50 op. of Xerox Paper 153 op. for production.,Xerox Paper 153 op.,Office,9/8/2025 15:49
REQ-002484,I need 10 L of Total Oils 819L for production.,Total Oils 819L,Automotive,2/23/2025 11:39
REQ-002485,I need 200 szt. of Mahle Filters Model 686 for production.,Mahle Filters Model 686,Automotive,1/30/2025 18:32
REQ-002486,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/19/2025 8:28
REQ-002487,Potrzebuję 2 szt. SKF Bearings Model 874 do linii produkcyjnej.,SKF Bearings Model 874,Automotive,5/14/2025 0:31
REQ-002488,I need 5 szt. of Sachs Engine parts 231 for production.,Sachs Engine parts 231,Automotive,4/26/2025 8:43
REQ-002489,I need 10 szt. of LG Monitors 668 for production.,LG Monitors 668,IT,11/10/2025 20:06
REQ-002490,I need 5 szt. of Uvex Safety glasses 779 for production.,Uvex Safety glasses 779,BHP,3/5/2025 16:30
REQ-002491,I need 1 szt. of Dell Monitors 193 for production.,Dell Monitors 193,IT,8/1/2025 5:12
REQ-002492,Potrzebuję 20 szt. FAG Bearings Model 446 do linii produkcyjnej.,FAG Bearings Model 446,Automotive,2/5/2025 8:38
REQ-002493,I need 2 szt. of Nowy Styl Office chairs Model 266 for production.,Nowy Styl Office chairs Model 266,Office,2/27/2025 2:19
REQ-002494,Potrzebuję 50 szt. Bosch Filters Model 838 do linii produkcyjnej.,Bosch Filters Model 838,Automotive,1/30/2025 11:52
REQ-002495,"Need some spare parts, unknown model.",,,6/18/2025 18:37
REQ-002496,"Need some spare parts, unknown model.",,,1/12/2025 12:25
REQ-002497,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,12/4/2024 19:44
REQ-002498,I need 1 szt. of BIC Pens 103 for production.,BIC Pens 103,Office,5/31/2025 23:42
REQ-002499,Potrzebuję 1 szt. NTN Bearings Model 625 do linii produkcyjnej.,NTN Bearings Model 625,Automotive,11/13/2024 3:20
REQ-002500,I need 200 szt. of Wurth Screws Model 983 for production.,Wurth Screws Model 983,Production,2/26/2025 2:05
REQ-002501,Potrzebuję 50 szt. Dell Laptops 886 do linii produkcyjnej.,Dell Laptops 886,IT,9/28/2025 4:09
REQ-002502,I need 2 szt. of Siemens Motors 640 for production.,Siemens Motors 640,Production,3/7/2025 22:22
REQ-002503,Potrzebuję 20 szt. HP Toner 941 do linii produkcyjnej.,HP Toner 941,Office,2/20/2025 11:48
REQ-002504,Potrzebuję 20 szt. Pepperl+Fuchs Sensors 814 do linii produkcyjnej.,Pepperl+Fuchs Sensors 814,Production,2/1/2025 1:36
REQ-002505,Potrzebuję 200 L Mobil Oils 514L do linii produkcyjnej.,Mobil Oils 514L,Automotive,6/10/2025 8:25
REQ-002506,Potrzebuję 2 szt. Siemens Motors 796 do linii produkcyjnej.,Siemens Motors 796,Production,4/14/2025 9:32
REQ-002507,I need 1 szt. of HP Toner 902 for production.,HP Toner 902,Office,3/14/2025 0:51
REQ-002508,Potrzebuję 10 szt. HP Laptops 171 do linii produkcyjnej.,HP Laptops 171,IT,8/23/2025 4:42
REQ-002509,Potrzebuję 100 szt. Wurth Screws 342 do linii produkcyjnej.,Wurth Screws 342,Production,6/4/2025 10:04
REQ-002510,Potrzebuję 200 L Total Oils 688L do linii produkcyjnej.,Total Oils 688L,Automotive,6/22/2025 11:59
REQ-002511,Potrzebuję 2 szt. Petzl Helmets 833 do linii produkcyjnej.,Petzl Helmets 833,BHP,8/14/2025 0:27
REQ-002512,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,4/2/2025 23:32
REQ-002513,I need 5 szt. of REX Screws Model 266 for production.,REX Screws Model 266,Production,4/16/2025 14:07
REQ-002514,I need 1 szt. of BIC Pens 163 for production.,BIC Pens 163,Office,3/27/2025 15:46
REQ-002515,I need 200 szt. of Uvex Safety glasses Model 318 for production.,Uvex Safety glasses Model 318,BHP,5/16/2025 8:20
REQ-002516,Potrzebuję 100 szt. IKEA Office chairs Model 477 do linii produkcyjnej.,IKEA Office chairs Model 477,Office,1/23/2025 13:35
REQ-002517,Potrzebuję 5 szt. Uvex Safety glasses 432 do linii produkcyjnej.,Uvex Safety glasses 432,BHP,1/7/2025 7:51
REQ-002518,Potrzebuję 5 licencja Microsoft Software 656 do linii produkcyjnej.,Microsoft Software 656,IT,5/26/2025 7:18
REQ-002519,I need 20 szt. of Uvex Safety glasses Model 318 for production.,Uvex Safety glasses Model 318,BHP,4/30/2025 17:46
REQ-002520,"Need some spare parts, unknown model.",,,9/25/2025 5:51
REQ-002521,I need 50 szt. of DeWalt Tools 515 for production.,DeWalt Tools 515,Production,5/31/2025 7:10
REQ-002522,Potrzebuję 5 szt. Dell Monitors Model 106 do linii produkcyjnej.,Dell Monitors Model 106,IT,5/27/2025 16:44
REQ-002523,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,3/3/2025 19:40
REQ-002524,Potrzebuję 50 para Ansell Gloves Model 841 do linii produkcyjnej.,Ansell Gloves Model 841,BHP,6/28/2025 20:26
REQ-002525,Potrzebuję 50 szt. Uvex Safety glasses Model 318 do linii produkcyjnej.,Uvex Safety glasses Model 318,BHP,10/16/2025 14:16
REQ-002526,Potrzebuję 10 szt. Xerox Toner 349 do linii produkcyjnej.,Xerox Toner 349,Office,10/10/2025 4:29
REQ-002527,I need 1 szt. of Pepperl+Fuchs Sensors 215 for production.,Pepperl+Fuchs Sensors 215,Production,4/20/2025 17:08
REQ-002528,Potrzebuję 100 szt. HP Toner 779 do linii produkcyjnej.,HP Toner 779,Office,1/21/2025 15:11
REQ-002529,Potrzebuję 5 szt. Brother Toner Model 588 do linii produkcyjnej.,Brother Toner Model 588,Office,9/21/2025 0:58
REQ-002530,I need 200 szt. of Xerox Toner Model 174 for production.,Xerox Toner Model 174,Office,4/21/2025 9:38
REQ-002531,I need 200 szt. of Siemens Motors 526 for production.,Siemens Motors 526,Production,6/16/2025 0:12
REQ-002532,I need 10 szt. of Wurth Screws 342 for production.,Wurth Screws 342,Production,8/11/2025 19:54
REQ-002533,Potrzebuję 10 szt. Portwest Workwear Model 102 do linii produkcyjnej.,Portwest Workwear Model 102,BHP,7/26/2025 21:29
REQ-002534,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,5/17/2025 4:35
REQ-002535,Potrzebuję 100 op. Xerox Paper 153 op. do linii produkcyjnej.,Xerox Paper 153 op.,Office,2/21/2025 0:56
REQ-002536,Potrzebuję 1 szt. FAG Bearings Model 446 do linii produkcyjnej.,FAG Bearings Model 446,Automotive,9/6/2025 17:09
REQ-002537,I need 10 licencja of Microsoft Software 656 for production.,Microsoft Software 656,IT,8/26/2025 16:20
REQ-002538,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/26/2025 8:47
REQ-002539,Potrzebuję 2 szt. Nowy Styl Office chairs Model 858 do linii produkcyjnej.,Nowy Styl Office chairs Model 858,Office,1/23/2025 5:41
REQ-002540,Potrzebuję 100 op. Navigator Paper Model 100 do linii produkcyjnej.,Navigator Paper Model 100,Office,5/11/2025 15:23
REQ-002541,I need 2 szt. of Stabilo Pens 452 for production.,Stabilo Pens 452,Office,5/15/2025 12:15
REQ-002542,I need 50 szt. of Helly Hansen Workwear Model 267 for production.,Helly Hansen Workwear Model 267,BHP,11/12/2024 15:32
REQ-002543,Potrzebuję 1 szt. Nowy Styl Office chairs 612 do linii produkcyjnej.,Nowy Styl Office chairs 612,Office,5/21/2025 16:04
REQ-002544,Potrzebuję 2 szt. Dell Laptops 765 do linii produkcyjnej.,Dell Laptops 765,IT,8/7/2025 10:48
REQ-002545,Potrzebuję 1 szt. Petzl Helmets 262 do linii produkcyjnej.,Petzl Helmets 262,BHP,12/3/2024 8:49
REQ-002546,"Need some spare parts, unknown model.",,,5/21/2025 7:37
REQ-002547,I need 2 szt. of IKEA Office chairs 642 for production.,IKEA Office chairs 642,Office,7/14/2025 9:23
REQ-002548,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,2/20/2025 9:29
REQ-002549,I need 2 szt. of Brother Toner Model 570 for production.,Brother Toner Model 570,Office,9/19/2025 18:05
REQ-002550,I need 1 szt. of Sachs Engine parts Model 494 for production.,Sachs Engine parts Model 494,Automotive,1/30/2025 0:29
REQ-002551,Potrzebuję 10 szt. Xerox Toner Model 461 do linii produkcyjnej.,Xerox Toner Model 461,Office,5/5/2025 10:10
REQ-002552,I need 50 szt. of Siemens Motors 796 for production.,Siemens Motors 796,Production,7/5/2025 1:34
REQ-002553,"Need some spare parts, unknown model.",,,12/28/2024 13:12
REQ-002554,Potrzebuję 10 szt. WEG Motors Model 109 do linii produkcyjnej.,WEG Motors Model 109,Production,1/13/2025 8:48
REQ-002555,I need 10 szt. of REX Screws Model 988 for production.,REX Screws Model 988,Production,1/8/2025 9:29
REQ-002556,I need 100 szt. of HP Printers Model 161 for production.,HP Printers Model 161,IT,10/26/2025 22:49
REQ-002557,Potrzebuję 100 szt. Bosch Engine parts 699 do linii produkcyjnej.,Bosch Engine parts 699,Automotive,5/23/2025 21:36
REQ-002558,Potrzebuję 10 szt. Ardon Workwear 121 do linii produkcyjnej.,Ardon Workwear 121,BHP,10/12/2025 19:46
REQ-002559,Potrzebuję 50 szt. Canon Printers 347 do linii produkcyjnej.,Canon Printers 347,IT,7/22/2025 20:57
REQ-002560,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,6/5/2025 16:25
REQ-002561,I need 20 szt. of Asus Laptops 814 for production.,Asus Laptops 814,IT,9/14/2025 9:17
REQ-002562,I need 200 szt. of NTN Bearings 561 for production.,NTN Bearings 561,Automotive,9/9/2025 2:15
REQ-002563,I need 5 szt. of Asus Laptops 814 for production.,Asus Laptops 814,IT,12/18/2024 19:46
REQ-002564,Potrzebuję 200 szt. Uvex Safety glasses Model 318 do linii produkcyjnej.,Uvex Safety glasses Model 318,BHP,1/20/2025 13:12
REQ-002565,Potrzebuję 2 szt. Milwaukee Tools 168 do linii produkcyjnej.,Milwaukee Tools 168,Production,3/19/2025 9:38
REQ-002566,Potrzebuję 2 szt. Siemens Sensors 515 do linii produkcyjnej.,Siemens Sensors 515,Production,1/1/2025 2:16
REQ-002567,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/17/2025 6:16
REQ-002568,I need 1 szt. of HP Toner 893 for production.,HP Toner 893,Office,4/3/2025 14:51
REQ-002569,Potrzebuję 1 szt. LG Monitors 766 do linii produkcyjnej.,LG Monitors 766,IT,11/23/2024 10:12
REQ-002570,Potrzebuję 2 szt. HP Printers 352 do linii produkcyjnej.,HP Printers 352,IT,10/4/2025 23:40
REQ-002571,"Need some spare parts, unknown model.",,,11/6/2025 4:37
REQ-002572,I need 50 szt. of Gates Engine parts Model 115 for production.,Gates Engine parts Model 115,Automotive,11/9/2025 12:15
REQ-002573,"Need some spare parts, unknown model.",,,12/12/2024 19:31
REQ-002574,Potrzebuję 200 szt. FAG Bearings Model 446 do linii produkcyjnej.,FAG Bearings Model 446,Automotive,8/20/2025 9:42
REQ-002575,I need 10 szt. of Portwest Workwear 229 for production.,Portwest Workwear 229,BHP,4/28/2025 13:14
REQ-002576,I need 5 szt. of Brother Toner Model 588 for production.,Brother Toner Model 588,Office,10/17/2025 6:32
REQ-002577,Potrzebuję 20 szt. Helly Hansen Workwear 802 do linii produkcyjnej.,Helly Hansen Workwear 802,BHP,6/11/2025 12:37
REQ-002578,I need 1 para of Ansell Gloves Model 531 for production.,Ansell Gloves Model 531,BHP,2/16/2025 22:42
REQ-002579,"Need some spare parts, unknown model.",,,6/4/2025 9:58
REQ-002580,I need 10 szt. of Stabilo Pens Model 680 for production.,Stabilo Pens Model 680,Office,5/27/2025 5:22
REQ-002581,I need 20 szt. of Portwest Workwear Model 102 for production.,Portwest Workwear Model 102,BHP,9/11/2025 1:03
REQ-002582,Potrzebuję 50 szt. Uvex Safety glasses Model 318 do linii produkcyjnej.,Uvex Safety glasses Model 318,BHP,2/5/2025 21:58
REQ-002583,I need 20 szt. of BIC Pens Model 740 for production.,BIC Pens Model 740,Office,11/15/2024 10:07
REQ-002584,I need 20 szt. of Uvex Safety glasses 432 for production.,Uvex Safety glasses 432,BHP,1/21/2025 9:35
REQ-002585,Potrzebuję 5 szt. Mahle Filters Model 686 do linii produkcyjnej.,Mahle Filters Model 686,Automotive,12/18/2024 6:32
REQ-002586,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,4/24/2025 0:40
REQ-002587,Potrzebuję 5 szt. BIC Pens 103 do linii produkcyjnej.,BIC Pens 103,Office,9/3/2025 15:58
REQ-002588,Potrzebuję 2 szt. REX Screws 598 do linii produkcyjnej.,REX Screws 598,Production,7/6/2025 5:58
REQ-002589,Potrzebuję 200 szt. Xerox Toner 389 do linii produkcyjnej.,Xerox Toner 389,Office,4/3/2025 16:34
REQ-002590,"Need some spare parts, unknown model.",,,12/20/2024 19:05
REQ-002591,Potrzebuję 100 szt. Xerox Toner 651 do linii produkcyjnej.,Xerox Toner 651,Office,3/12/2025 4:40
REQ-002592,Potrzebuję 50 szt. Uvex Safety glasses Model 206 do linii produkcyjnej.,Uvex Safety glasses Model 206,BHP,9/24/2025 0:54
REQ-002593,Potrzebuję 1 szt. Mahle Filters Model 686 do linii produkcyjnej.,Mahle Filters Model 686,Automotive,11/25/2024 7:36
REQ-002594,Potrzebuję 20 szt. LG Monitors 764 do linii produkcyjnej.,LG Monitors 764,IT,7/23/2025 8:05
REQ-002595,Potrzebuję 2 szt. Mann Filters Model 376 do linii produkcyjnej.,Mann Filters Model 376,Automotive,12/22/2024 5:10
REQ-002596,Potrzebuję 5 op. Xerox Paper Model 244 do linii produkcyjnej.,Xerox Paper Model 244,Office,10/4/2025 8:55
REQ-002597,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/2/2025 0:50
REQ-002598,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,9/2/2025 15:33
REQ-002599,I need 250 op. of Xerox Paper Model 308 for production.,Xerox Paper Model 308,Office,4/16/2025 7:16
REQ-002600,Potrzebuję 50 szt. Dell Monitors Model 106 do linii produkcyjnej.,Dell Monitors Model 106,IT,4/30/2025 19:04
REQ-002601,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,10/12/2025 0:05
REQ-002602,Potrzebuję 5 L Castrol Oils 808L do linii produkcyjnej.,Castrol Oils 808L,Automotive,5/2/2025 19:40
REQ-002603,I need 100 szt. of IKEA Office chairs 857 for production.,IKEA Office chairs 857,Office,1/15/2025 17:23
REQ-002604,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,7/7/2025 5:45
REQ-002605,Potrzebuję 5 szt. Mann Filters Model 376 do linii produkcyjnej.,Mann Filters Model 376,Automotive,11/25/2024 0:14
REQ-002606,I need 20 szt. of Pepperl+Fuchs Sensors 814 for production.,Pepperl+Fuchs Sensors 814,Production,3/17/2025 18:53
REQ-002607,I need 10 szt. of IKEA Office chairs Model 453 for production.,IKEA Office chairs Model 453,Office,8/16/2025 9:39
REQ-002608,I need 50 szt. of BIC Pens 830 for production.,BIC Pens 830,Office,6/24/2025 17:07
REQ-002609,"Need some spare parts, unknown model.",,,2/25/2025 18:55
REQ-002610,Potrzebuję 250 op. Navigator Paper Model 853 do linii produkcyjnej.,Navigator Paper Model 853,Office,2/26/2025 15:48
REQ-002611,"Need some spare parts, unknown model.",,,5/19/2025 5:14
REQ-002612,I need 5 szt. of Petzl Helmets 262 for production.,Petzl Helmets 262,BHP,7/3/2025 5:20
REQ-002613,I need 250 op. of Xerox Paper Model 662 for production.,Xerox Paper Model 662,Office,5/21/2025 4:02
REQ-002614,Potrzebuję 100 licencja Microsoft Software 934 do linii produkcyjnej.,Microsoft Software 934,IT,12/4/2024 4:28
REQ-002615,"Need some spare parts, unknown model.",,,12/23/2024 7:07
REQ-002616,Potrzebuję 10 para Honeywell Gloves Rękawice 282 do linii produkcyjnej.,Honeywell Gloves Rękawice 282,BHP,10/30/2025 9:56
REQ-002617,I need 10 szt. of Brother Printers Model 576 for production.,Brother Printers Model 576,IT,10/18/2025 11:49
REQ-002618,Potrzebuję 20 L Castrol Oils 122L do linii produkcyjnej.,Castrol Oils 122L,Automotive,12/29/2024 22:02
REQ-002619,I need 10 L of Total Oils 819L for production.,Total Oils 819L,Automotive,8/7/2025 15:38
REQ-002620,I need 100 szt. of HP Printers 352 for production.,HP Printers 352,IT,4/27/2025 21:54
REQ-002621,I need 100 szt. of SKF Bearings Model 107 for production.,SKF Bearings Model 107,Automotive,7/31/2025 0:54
REQ-002622,Potrzebuję 100 szt. Brother Printers 174 do linii produkcyjnej.,Brother Printers 174,IT,12/23/2024 10:06
REQ-002623,Potrzebuję 100 szt. Wurth Screws 207 do linii produkcyjnej.,Wurth Screws 207,Production,3/14/2025 2:57
REQ-002624,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,1/16/2025 22:14
REQ-002625,Potrzebuję 200 szt. Mahle Filters 440 do linii produkcyjnej.,Mahle Filters 440,Automotive,9/12/2025 13:59
REQ-002626,Potrzebuję 5 szt. SKF Bearings Model 701 do linii produkcyjnej.,SKF Bearings Model 701,Automotive,9/7/2025 11:03
REQ-002627,Potrzebuję 5 szt. Profim Office chairs Model 193 do linii produkcyjnej.,Profim Office chairs Model 193,Office,7/24/2025 11:23
REQ-002628,I need 10 szt. of Wurth Screws 207 for production.,Wurth Screws 207,Production,4/12/2025 4:42
REQ-002629,I need 200 szt. of HP Toner 159 for production.,HP Toner 159,Office,9/11/2025 14:01
REQ-002630,Potrzebuję 50 szt. Nowy Styl Office chairs Model 266 do linii produkcyjnej.,Nowy Styl Office chairs Model 266,Office,3/3/2025 5:51
REQ-002631,I need 100 szt. of NTN Bearings Model 625 for production.,NTN Bearings Model 625,Automotive,1/23/2025 10:31
REQ-002632,Potrzebuję 100 szt. Samsung Monitors Model 878 do linii produkcyjnej.,Samsung Monitors Model 878,IT,3/20/2025 20:30
REQ-002633,Potrzebuję 1 szt. Pepperl+Fuchs Sensors 814 do linii produkcyjnej.,Pepperl+Fuchs Sensors 814,Production,4/5/2025 12:56
REQ-002634,Potrzebuję 10 szt. Mann Filters 672 do linii produkcyjnej.,Mann Filters 672,Automotive,5/7/2025 7:25
REQ-002635,Potrzebuję 50 szt. BIC Pens 969 do linii produkcyjnej.,BIC Pens 969,Office,12/1/2024 4:54
REQ-002636,Potrzebuję 5 szt. Lenovo Laptops Model 847 do linii produkcyjnej.,Lenovo Laptops Model 847,IT,1/7/2025 21:49
REQ-002637,Potrzebuję 200 szt. Siemens Motors 871 do linii produkcyjnej.,Siemens Motors 871,Production,10/22/2025 18:16
REQ-002638,Potrzebuję 50 szt. Makita Tools Model 634 do linii produkcyjnej.,Makita Tools Model 634,Production,11/15/2024 15:15
REQ-002639,Potrzebuję 5 szt. Gates Engine parts 379 do linii produkcyjnej.,Gates Engine parts 379,Automotive,3/8/2025 12:07
REQ-002640,I need 100 szt. of Bosch Filters 532 for production.,Bosch Filters 532,Automotive,8/20/2025 20:00
REQ-002641,Potrzebuję 5 op. Papyrus Paper 539 op. do linii produkcyjnej.,Papyrus Paper 539 op.,Office,11/2/2025 16:41
REQ-002642,I need 100 szt. of NTN Bearings 237 for production.,NTN Bearings 237,Automotive,5/28/2025 21:41
REQ-002643,"Need some spare parts, unknown model.",,,10/18/2025 22:57
REQ-002644,I need 20 szt. of ABB Motors Model 536 for production.,ABB Motors Model 536,Production,11/10/2025 3:42
REQ-002645,I need 5 szt. of Milwaukee Tools 443 for production.,Milwaukee Tools 443,Production,1/9/2025 23:13
REQ-002646,Potrzebuję 1 szt. Mann Filters 123 do linii produkcyjnej.,Mann Filters 123,Automotive,10/14/2025 9:19
REQ-002647,I need 10 szt. of HP Printers 275 for production.,HP Printers 275,IT,10/5/2025 16:44
REQ-002648,Potrzebuję 1 szt. SKF Bearings Model 107 do linii produkcyjnej.,SKF Bearings Model 107,Automotive,6/16/2025 18:38
REQ-002649,I need 50 para of Honeywell Gloves Model 858 for production.,Honeywell Gloves Model 858,BHP,12/7/2024 0:36
REQ-002650,"Need some spare parts, unknown model.",,,3/7/2025 17:40
REQ-002651,I need 1 szt. of LG Monitors 668 for production.,LG Monitors 668,IT,6/3/2025 7:27
REQ-002652,"Potrzebujemy materiały biurowe, nie wiem dokładnie jakie.",,,12/26/2024 21:37
REQ-002653,I need 1 szt. of Brother Printers Model 421 for production.,Brother Printers Model 421,IT,12/12/2024 22:30
REQ-002654,I need 200 L of Total Oils 819L for production.,Total Oils 819L,Automotive,6/10/2025 12:53
REQ-002655,Potrzebuję 2 szt. NTN Bearings 636 do linii produkcyjnej.,NTN Bearings 636,Automotive,11/15/2024 17:25
REQ-002656,I need 10 licencja of Microsoft Software 380 for production.,Microsoft Software 380,IT,8/2/2025 0:14
REQ-002657,Potrzebuję 1 szt. Nowy Styl Office chairs Model 858 do linii produkcyjnej.,Nowy Styl Office chairs Model 858,Office,3/14/2025 11:20
REQ-002658,I need 100 szt. of Portwest Workwear Model 180 for production.,Portwest Workwear Model 180,BHP,11/9/2025 2:50
REQ-002659,Potrzebuję 1 szt. Helly Hansen Workwear Model 939 do linii produkcyjnej.,Helly Hansen Workwear Model 939,BHP,5/12/2025 17:19
REQ-002660,Potrzebuję 10 szt. Milwaukee Tools 450 do linii produkcyjnej.,Milwaukee Tools 450,Production,10/8/2025 20:40
